timestamp,can_id,b0,b1,b2,b3,b4,b5,b6,b7,state,attack_type
0.01,260,0,128,0,51,0,0,5,0,parking,none
0.03,316,0,128,0,51,0,0,5,0,parking,none
0.05,329,0,128,0,51,0,0,5,0,parking,none
0.07,545,0,128,0,51,0,0,5,0,parking,none
1.002795484,260,0,128,0,51,0,0,5,0,parking,none
1.022795484,316,0,128,0,51,0,0,5,0,parking,none
1.042795484,329,0,128,0,51,0,0,5,0,parking,none
1.062795484,545,0,128,0,51,0,0,5,0,parking,none
1.994150304,260,0,128,0,51,0,0,5,0,parking,none
2.014150304,316,0,128,0,51,0,0,5,0,parking,none
2.034150304,329,0,128,0,51,0,0,5,0,parking,none
2.054150304,545,0,128,0,51,0,0,5,0,parking,none
2.98858451,260,0,128,0,51,0,0,5,0,parking,none
3.00858451,316,0,128,0,51,0,0,5,0,parking,none
3.02858451,329,0,128,0,51,0,0,5,0,parking,none
3.04858451,545,0,128,0,51,0,0,5,0,parking,none
4.023683697,260,0,128,0,51,0,0,5,0,parking,none
4.043683697,316,0,128,0,51,0,0,5,0,parking,none
4.063683697,329,0,128,0,51,0,0,5,0,parking,none
4.083683697,545,0,128,0,51,0,0,5,0,parking,none
5.017304282,260,0,128,0,51,0,0,5,0,parking,none
5.037304282,316,0,128,0,51,0,0,5,0,parking,none
5.057304282,329,0,128,0,51,0,0,5,0,parking,none
5.077304282,545,0,128,0,51,0,0,5,0,parking,none
5.942436612,260,0,128,0,51,0,0,5,0,parking,none
5.962436612,316,0,128,0,51,0,0,5,0,parking,none
5.982436612,329,0,128,0,51,0,0,5,0,parking,none
6.002436612,545,0,128,0,51,0,0,5,0,parking,none
6.959052529,260,0,128,0,51,0,0,5,0,parking,none
6.979052529,316,0,128,0,51,0,0,5,0,parking,none
6.999052529,329,0,128,0,51,0,0,5,0,parking,none
7.019052529,545,0,128,0,51,0,0,5,0,parking,none
7.945685655,260,0,128,0,51,0,0,5,0,parking,none
7.965685655,316,0,128,0,51,0,0,5,0,parking,none
7.985685655,329,0,128,0,51,0,0,5,0,parking,none
8.005685655,545,0,128,0,51,0,0,5,0,parking,none
8.934837721,260,0,128,0,51,0,0,5,0,parking,none
8.954837721,316,0,128,0,51,0,0,5,0,parking,none
8.974837721,329,0,128,0,51,0,0,5,0,parking,none
8.994837721,545,0,128,0,51,0,0,5,0,parking,none
9.94063196,260,0,128,0,51,0,0,5,0,parking,none
9.96063196,316,0,128,0,51,0,0,5,0,parking,none
9.98063196,329,0,128,0,51,0,0,5,0,parking,none
10.00063196,545,0,128,0,51,0,0,5,0,parking,none
10.952246847,260,0,128,0,51,0,0,5,0,parking,none
10.972246847,316,0,128,0,51,0,0,5,0,parking,none
10.992246847,329,0,128,0,51,0,0,5,0,parking,none
11.012246847,545,0,128,0,51,0,0,5,0,parking,none
12.010424781,260,0,128,0,51,0,0,5,0,parking,none
12.030424781,316,0,128,0,51,0,0,5,0,parking,none
12.050424781,329,0,128,0,51,0,0,5,0,parking,none
12.070424781,545,0,128,0,51,0,0,5,0,parking,none
13.043256607,260,0,128,0,51,0,0,5,0,parking,none
13.063256607,316,0,128,0,51,0,0,5,0,parking,none
13.083256607,329,0,128,0,51,0,0,5,0,parking,none
13.103256607,545,0,128,0,51,0,0,5,0,parking,none
14.048781966,260,0,128,0,51,0,0,5,0,parking,none
14.068781966,316,0,128,0,51,0,0,5,0,parking,none
14.088781966,329,0,128,0,51,0,0,5,0,parking,none
14.108781966,545,0,128,0,51,0,0,5,0,parking,none
15.011865885,260,0,128,0,51,0,0,5,0,parking,none
15.031865885,316,0,128,0,51,0,0,5,0,parking,none
15.051865885,329,0,128,0,51,0,0,5,0,parking,none
15.071865885,545,0,128,0,51,0,0,5,0,parking,none
15.961132767,260,0,128,0,51,0,0,5,0,parking,none
15.981132767,316,0,128,0,51,0,0,5,0,parking,none
16.001132767,329,0,128,0,51,0,0,5,0,parking,none
16.021132767,545,0,128,0,51,0,0,5,0,parking,none
16.973449877,260,0,128,0,51,0,0,5,0,parking,none
16.993449877,316,0,128,0,51,0,0,5,0,parking,none
17.013449877,329,0,128,0,51,0,0,5,0,parking,none
17.033449877,545,0,128,0,51,0,0,5,0,parking,none
18.039003918,260,0,128,0,51,0,0,5,0,parking,none
18.059003918,316,0,128,0,51,0,0,5,0,parking,none
18.079003918,329,0,128,0,51,0,0,5,0,parking,none
18.099003918,545,0,128,0,51,0,0,5,0,parking,none
19.041086761,260,0,128,0,51,0,0,5,0,parking,none
19.061086761,316,0,128,0,51,0,0,5,0,parking,none
19.081086761,329,0,128,0,51,0,0,5,0,parking,none
19.101086761,545,0,128,0,51,0,0,5,0,parking,none
20.035770597,260,0,128,0,51,0,0,5,0,parking,none
20.055770597,316,0,128,0,51,0,0,5,0,parking,none
20.075770597,329,0,128,0,51,0,0,5,0,parking,none
20.095770597,545,0,128,0,51,0,0,5,0,parking,none
21.062359408,260,0,128,0,51,0,0,5,0,parking,none
21.082359408,316,0,128,0,51,0,0,5,0,parking,none
21.102359408,329,0,128,0,51,0,0,5,0,parking,none
21.122359408,545,0,128,0,51,0,0,5,0,parking,none
21.989682143,260,0,128,0,51,0,0,5,0,parking,none
22.009682143,316,0,128,0,51,0,0,5,0,parking,none
22.029682143,329,0,128,0,51,0,0,5,0,parking,none
22.049682143,545,0,128,0,51,0,0,5,0,parking,none
22.974068277,260,0,128,0,51,0,0,5,0,parking,none
22.994068277,316,0,128,0,51,0,0,5,0,parking,none
