timestamp,can_id,b0,b1,b2,b3,b4,b5,b6,b7,state,attack_type
0.010269770767051361,260,171,48,113,57,162,125,79,132,idle,fuzzy
0.030456720573667787,316,119,11,95,65,197,240,209,69,idle,fuzzy
0.13134716045527883,329,237,34,55,93,229,41,85,34,idle,fuzzy
0.6322378592719342,545,9,157,161,157,162,175,197,204,idle,fuzzy
0.6413714908578493,260,49,107,106,228,79,137,111,185,idle,fuzzy
0.662203744062294,316,70,40,159,24,203,189,177,64,idle,fuzzy
0.7614976100938226,329,157,243,133,176,165,109,29,159,idle,fuzzy
1.2624337810247948,545,0,50,187,192,36,91,226,118,idle,fuzzy
1.2720630823532695,260,56,147,166,113,251,82,50,224,idle,fuzzy
1.2927850938742564,316,249,98,95,161,91,83,190,65,idle,fuzzy
1.392600970429274,329,16,218,254,221,239,202,183,38,idle,fuzzy
1.8918076098733132,545,86,189,8,32,185,85,152,137,idle,fuzzy
1.9014898333357557,260,0,126,145,38,96,254,177,31,idle,fuzzy
1.9217784274022156,316,87,166,55,15,109,93,184,67,idle,fuzzy
2.0217178331756216,329,243,156,148,77,126,236,205,237,idle,fuzzy
2.5226716549799293,545,143,148,105,233,246,230,245,15,idle,fuzzy
2.531923739976828,260,80,116,13,169,252,172,231,7,idle,fuzzy
2.552042448015077,316,66,131,220,69,87,108,76,5,idle,fuzzy
2.652741345754943,329,156,167,94,114,8,127,189,225,idle,fuzzy
3.152476042322051,545,170,22,103,80,8,59,199,66,idle,fuzzy
3.1633778759438584,260,188,51,8,243,236,31,174,208,idle,fuzzy
3.1839822327256897,316,228,251,61,131,87,111,25,122,idle,fuzzy
3.2845280587397547,329,14,77,79,134,86,15,162,173,idle,fuzzy
3.7852406894568,545,21,137,217,226,111,61,190,189,idle,fuzzy
3.7946489074180265,260,105,84,117,239,73,224,233,144,idle,fuzzy
3.8144940721858043,316,226,249,85,43,7,220,29,147,idle,fuzzy
3.914946606187547,329,149,248,201,109,119,123,11,104,idle,fuzzy
4.4153023255778505,545,105,44,106,107,104,186,50,63,idle,fuzzy
4.4254936104350975,260,206,72,196,219,105,92,87,99,idle,fuzzy
4.444581590559171,316,251,133,27,125,114,59,166,69,idle,fuzzy
4.5441564283723865,329,49,49,150,125,80,212,184,104,idle,fuzzy
5.044064086064548,545,206,232,68,248,2,237,77,170,idle,fuzzy
5.054642470440522,260,100,148,90,211,60,162,83,243,idle,fuzzy
5.075572064809922,316,167,163,121,250,231,11,194,25,idle,fuzzy
5.175270311504651,329,37,139,165,83,217,166,211,106,idle,fuzzy
5.674925612369917,545,68,220,179,57,187,76,62,43,idle,fuzzy
5.6847353509313026,260,126,155,61,246,178,222,230,153,idle,fuzzy
5.704647113951128,316,173,205,39,165,220,94,209,32,idle,fuzzy
5.804192997101605,329,27,206,200,113,18,149,34,27,idle,fuzzy
6.30411564203427,545,54,104,57,55,248,173,200,44,idle,fuzzy
6.313190837086016,260,126,164,19,190,230,3,197,23,idle,fuzzy
6.3326966198817685,316,106,35,66,65,90,245,59,46,idle,fuzzy
6.431934507202803,329,159,79,34,50,83,94,4,165,idle,fuzzy
6.932929057484066,545,6,98,230,195,19,209,240,212,idle,fuzzy
6.94310049072834,260,195,179,158,247,103,1,183,14,idle,fuzzy
6.962362220361727,316,216,176,241,4,124,129,181,131,idle,fuzzy
7.06217161572765,329,154,93,217,55,11,247,248,241,idle,fuzzy
7.561721514268288,545,233,251,219,26,179,82,74,217,idle,fuzzy
7.570748208714835,260,121,12,250,184,3,54,0,30,idle,fuzzy
7.590906479752969,316,74,30,40,229,116,89,39,141,idle,fuzzy
7.689939672484831,329,132,7,226,168,239,204,168,129,idle,fuzzy
8.18976380930477,545,72,28,194,235,120,23,67,246,idle,fuzzy
8.200537612057577,260,71,226,227,123,243,163,124,136,idle,fuzzy
8.21985911985467,316,121,58,142,50,159,129,185,81,idle,fuzzy
8.319894449415855,329,255,139,85,220,120,134,244,77,idle,fuzzy
8.82010301978306,545,161,104,76,70,141,208,254,2,idle,fuzzy
8.829807343386628,260,240,219,180,169,208,100,225,133,idle,fuzzy
8.849409715158705,316,135,54,191,52,247,243,0,20,idle,fuzzy
8.948893787453192,329,32,103,197,230,243,217,183,231,idle,fuzzy
9.449389663881144,545,199,30,37,120,13,33,191,191,idle,fuzzy
9.460321801831775,260,94,162,115,248,115,143,52,214,idle,fuzzy
9.480627735432591,316,95,233,243,124,21,24,70,240,idle,fuzzy
9.581269169835895,329,103,228,225,224,79,244,68,117,idle,fuzzy
10.081250609239941,545,176,91,131,128,166,99,173,189,idle,fuzzy
10.09188982797833,260,251,86,59,197,181,225,172,135,idle,fuzzy
10.11206185777278,316,219,42,147,55,68,98,155,92,idle,fuzzy
10.212958444624295,329,173,146,218,40,134,49,244,0,idle,fuzzy
10.713268499446976,545,174,40,238,223,9,202,156,200,idle,fuzzy
10.722660078181276,260,101,11,9,141,191,93,91,177,idle,fuzzy
10.741913206050295,316,122,19,93,89,168,53,90,95,idle,fuzzy
10.841404718753559,329,63,160,200,76,181,72,22,92,idle,fuzzy
11.341210970894878,545,177,228,36,57,50,140,208,134,idle,fuzzy
11.351174340622022,260,135,188,200,28,112,131,120,170,idle,fuzzy
